epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601655866691,2020-10-02T12.24.26.691,35.915,-1.066,-0.203,-0.262
1601655866701,2020-10-02T12.24.26.701,35.925,-1.056,-0.207,-0.230
1601655866711,2020-10-02T12.24.26.711,35.935,-1.039,-0.202,-0.206
1601655866721,2020-10-02T12.24.26.721,35.945,-1.023,-0.195,-0.194
1601655866730,2020-10-02T12.24.26.730,35.954,-1.010,-0.191,-0.196
1601655866741,2020-10-02T12.24.26.741,35.965,-1.006,-0.190,-0.207
1601655866751,2020-10-02T12.24.26.751,35.975,-1.003,-0.177,-0.217
1601655866761,2020-10-02T12.24.26.761,35.985,-0.992,-0.166,-0.220
1601655866771,2020-10-02T12.24.26.771,35.995,-0.979,-0.158,-0.223
1601655866780,2020-10-02T12.24.26.780,36.004,-0.984,-0.159,-0.212
1601655866790,2020-10-02T12.24.26.790,36.014,-0.999,-0.172,-0.179
1601655866801,2020-10-02T12.24.26.801,36.025,-1.007,-0.186,-0.145
1601655866811,2020-10-02T12.24.26.811,36.035,-1.004,-0.189,-0.125
1601655866820,2020-10-02T12.24.26.820,36.044,-0.994,-0.185,-0.126
1601655866830,2020-10-02T12.24.26.830,36.054,-0.992,-0.184,-0.138
1601655866840,2020-10-02T12.24.26.840,36.064,-0.987,-0.179,-0.156
1601655866850,2020-10-02T12.24.26.850,36.074,-0.976,-0.177,-0.174
1601655866861,2020-10-02T12.24.26.861,36.085,-0.969,-0.168,-0.189
1601655866869,2020-10-02T12.24.26.869,36.093,-0.972,-0.170,-0.196
1601655866880,2020-10-02T12.24.26.880,36.104,-0.973,-0.170,-0.199
1601655866890,2020-10-02T12.24.26.890,36.114,-0.984,-0.168,-0.190
1601655866900,2020-10-02T12.24.26.900,36.124,-0.993,-0.168,-0.180
1601655866909,2020-10-02T12.24.26.909,36.133,-1.009,-0.164,-0.173
1601655866919,2020-10-02T12.24.26.919,36.143,-1.022,-0.176,-0.157
1601655866929,2020-10-02T12.24.26.929,36.153,-1.027,-0.186,-0.143
1601655866940,2020-10-02T12.24.26.940,36.164,-1.021,-0.181,-0.145
1601655866950,2020-10-02T12.24.26.950,36.174,-1.010,-0.181,-0.153
1601655866959,2020-10-02T12.24.26.959,36.183,-1.015,-0.186,-0.155
1601655866969,2020-10-02T12.24.26.969,36.193,-1.018,-0.187,-0.148
1601655866979,2020-10-02T12.24.26.979,36.203,-1.013,-0.188,-0.144
1601655866990,2020-10-02T12.24.26.990,36.214,-1.008,-0.190,-0.144
1601655866998,2020-10-02T12.24.26.998,36.222,-1.006,-0.193,-0.154
1601655867009,2020-10-02T12.24.27.009,36.233,-1.013,-0.192,-0.162
1601655867019,2020-10-02T12.24.27.019,36.243,-1.024,-0.197,-0.155
1601655867029,2020-10-02T12.24.27.029,36.253,-1.034,-0.198,-0.142
1601655867039,2020-10-02T12.24.27.039,36.263,-1.027,-0.191,-0.135
1601655867048,2020-10-02T12.24.27.048,36.272,-1.016,-0.182,-0.138
1601655867058,2020-10-02T12.24.27.058,36.282,-1.015,-0.182,-0.146
1601655867069,2020-10-02T12.24.27.069,36.293,-1.007,-0.181,-0.155
1601655867079,2020-10-02T12.24.27.079,36.303,-1.001,-0.181,-0.164
1601655867089,2020-10-02T12.24.27.089,36.313,-0.995,-0.181,-0.169
1601655867098,2020-10-02T12.24.27.098,36.322,-0.989,-0.177,-0.179
1601655867108,2020-10-02T12.24.27.108,36.332,-0.989,-0.175,-0.194
1601655867118,2020-10-02T12.24.27.118,36.342,-0.991,-0.181,-0.197
1601655867129,2020-10-02T12.24.27.129,36.353,-0.997,-0.178,-0.187
1601655867137,2020-10-02T12.24.27.137,36.361,-1.000,-0.177,-0.167
1601655867148,2020-10-02T12.24.27.148,36.372,-0.997,-0.176,-0.163
1601655867158,2020-10-02T12.24.27.158,36.382,-0.997,-0.167,-0.168
1601655867168,2020-10-02T12.24.27.168,36.392,-0.993,-0.163,-0.178
1601655867179,2020-10-02T12.24.27.179,36.403,-1.000,-0.167,-0.179
1601655867187,2020-10-02T12.24.27.187,36.411,-1.009,-0.174,-0.169
1601655867198,2020-10-02T12.24.27.198,36.422,-1.014,-0.182,-0.157
1601655867208,2020-10-02T12.24.27.208,36.432,-1.010,-0.181,-0.156
1601655867218,2020-10-02T12.24.27.218,36.442,-1.001,-0.178,-0.164
1601655867227,2020-10-02T12.24.27.227,36.451,-0.998,-0.175,-0.174
1601655867237,2020-10-02T12.24.27.237,36.461,-0.997,-0.169,-0.183
1601655867247,2020-10-02T12.24.27.247,36.471,-0.997,-0.171,-0.183
1601655867258,2020-10-02T12.24.27.258,36.482,-1.001,-0.170,-0.183
1601655867268,2020-10-02T12.24.27.268,36.492,-0.997,-0.170,-0.186
1601655867277,2020-10-02T12.24.27.277,36.501,-1.001,-0.174,-0.188
1601655867287,2020-10-02T12.24.27.287,36.511,-1.005,-0.174,-0.191
1601655867297,2020-10-02T12.24.27.297,36.521,-1.006,-0.168,-0.190
1601655867307,2020-10-02T12.24.27.307,36.531,-1.008,-0.170,-0.183
1601655867316,2020-10-02T12.24.27.316,36.540,-1.005,-0.169,-0.178
1601655867326,2020-10-02T12.24.27.326,36.550,-1.008,-0.174,-0.181
1601655867337,2020-10-02T12.24.27.337,36.561,-1.010,-0.173,-0.182
1601655867347,2020-10-02T12.24.27.347,36.571,-1.003,-0.176,-0.179
1601655867357,2020-10-02T12.24.27.357,36.581,-1.004,-0.177,-0.172
1601655867366,2020-10-02T12.24.27.366,36.590,-1.004,-0.177,-0.174
1601655867376,2020-10-02T12.24.27.376,36.600,-1.006,-0.177,-0.170
1601655867387,2020-10-02T12.24.27.387,36.611,-1.004,-0.183,-0.165
1601655867397,2020-10-02T12.24.27.397,36.621,-1.001,-0.188,-0.166
1601655867406,2020-10-02T12.24.27.406,36.630,-1.007,-0.188,-0.166
1601655867416,2020-10-02T12.24.27.416,36.640,-1.007,-0.187,-0.169
1601655867426,2020-10-02T12.24.27.426,36.650,-1.013,-0.189,-0.167
1601655867436,2020-10-02T12.24.27.436,36.660,-1.022,-0.194,-0.155
1601655867447,2020-10-02T12.24.27.447,36.671,-1.027,-0.199,-0.148
1601655867455,2020-10-02T12.24.27.455,36.679,-1.025,-0.198,-0.144
1601655867466,2020-10-02T12.24.27.466,36.690,-1.021,-0.195,-0.149
1601655867476,2020-10-02T12.24.27.476,36.700,-1.018,-0.188,-0.155
1601655867486,2020-10-02T12.24.27.486,36.710,-1.014,-0.187,-0.160
1601655867495,2020-10-02T12.24.27.495,36.719,-1.010,-0.188,-0.159
1601655867505,2020-10-02T12.24.27.505,36.729,-1.002,-0.184,-0.158
1601655867515,2020-10-02T12.24.27.515,36.739,-0.990,-0.182,-0.167
1601655867526,2020-10-02T12.24.27.526,36.750,-0.986,-0.177,-0.176
1601655867536,2020-10-02T12.24.27.536,36.760,-0.978,-0.172,-0.181
1601655867545,2020-10-02T12.24.27.545,36.769,-0.981,-0.167,-0.176
1601655867555,2020-10-02T12.24.27.555,36.779,-0.988,-0.172,-0.164
1601655867565,2020-10-02T12.24.27.565,36.789,-0.995,-0.171,-0.153
1601655867575,2020-10-02T12.24.27.575,36.799,-1.001,-0.168,-0.150
1601655867584,2020-10-02T12.24.27.584,36.808,-1.004,-0.167,-0.154
1601655867595,2020-10-02T12.24.27.595,36.819,-1.006,-0.173,-0.154
1601655867605,2020-10-02T12.24.27.605,36.829,-1.009,-0.179,-0.166
1601655867615,2020-10-02T12.24.27.615,36.839,-1.006,-0.181,-0.179
1601655867625,2020-10-02T12.24.27.625,36.849,-1.001,-0.185,-0.178
1601655867634,2020-10-02T12.24.27.634,36.858,-1.001,-0.187,-0.174
1601655867644,2020-10-02T12.24.27.644,36.868,-1.009,-0.189,-0.165
1601655867655,2020-10-02T12.24.27.655,36.879,-1.017,-0.191,-0.154
1601655867665,2020-10-02T12.24.27.665,36.889,-1.020,-0.195,-0.139
1601655867674,2020-10-02T12.24.27.674,36.898,-1.022,-0.201,-0.130
1601655867684,2020-10-02T12.24.27.684,36.908,-1.022,-0.204,-0.131
1601655867694,2020-10-02T12.24.27.694,36.918,-1.019,-0.202,-0.143
1601655867704,2020-10-02T12.24.27.704,36.928,-1.022,-0.203,-0.157
1601655867715,2020-10-02T12.24.27.715,36.939,-1.022,-0.200,-0.165
1601655867723,2020-10-02T12.24.27.723,36.947,-1.019,-0.195,-0.170
1601655867734,2020-10-02T12.24.27.734,36.958,-1.017,-0.194,-0.174
1601655867744,2020-10-02T12.24.27.744,36.968,-1.023,-0.198,-0.174
1601655867754,2020-10-02T12.24.27.754,36.978,-1.021,-0.191,-0.172
1601655867763,2020-10-02T12.24.27.763,36.987,-1.020,-0.190,-0.165
1601655867773,2020-10-02T12.24.27.773,36.997,-1.016,-0.188,-0.165
1601655867783,2020-10-02T12.24.27.783,37.007,-1.015,-0.190,-0.165
1601655867794,2020-10-02T12.24.27.794,37.018,-1.022,-0.196,-0.161
1601655867804,2020-10-02T12.24.27.804,37.028,-1.022,-0.196,-0.160
1601655867813,2020-10-02T12.24.27.813,37.037,-1.017,-0.193,-0.160
1601655867823,2020-10-02T12.24.27.823,37.047,-1.014,-0.188,-0.162
1601655867833,2020-10-02T12.24.27.833,37.057,-1.009,-0.190,-0.165
1601655867844,2020-10-02T12.24.27.844,37.068,-1.006,-0.193,-0.167
1601655867852,2020-10-02T12.24.27.852,37.076,-1.006,-0.188,-0.168
1601655867863,2020-10-02T12.24.27.863,37.087,-1.003,-0.187,-0.167
1601655867873,2020-10-02T12.24.27.873,37.097,-1.008,-0.191,-0.161
1601655867883,2020-10-02T12.24.27.883,37.107,-1.004,-0.188,-0.165
1601655867893,2020-10-02T12.24.27.893,37.117,-1.006,-0.184,-0.167
1601655867902,2020-10-02T12.24.27.902,37.126,-1.003,-0.184,-0.163
1601655867912,2020-10-02T12.24.27.912,37.136,-1.006,-0.190,-0.156
1601655867923,2020-10-02T12.24.27.923,37.147,-1.005,-0.186,-0.154
1601655867933,2020-10-02T12.24.27.933,37.157,-1.001,-0.184,-0.150
1601655867942,2020-10-02T12.24.27.942,37.166,-1.000,-0.178,-0.155
1601655867952,2020-10-02T12.24.27.952,37.176,-0.994,-0.178,-0.163
1601655867962,2020-10-02T12.24.27.962,37.186,-0.991,-0.177,-0.166
1601655867972,2020-10-02T12.24.27.972,37.196,-0.993,-0.174,-0.160
1601655867983,2020-10-02T12.24.27.983,37.207,-0.991,-0.174,-0.159
1601655867992,2020-10-02T12.24.27.992,37.216,-0.989,-0.177,-0.164
1601655868002,2020-10-02T12.24.28.002,37.226,-0.991,-0.179,-0.169
1601655868012,2020-10-02T12.24.28.012,37.236,-0.996,-0.180,-0.172
1601655868022,2020-10-02T12.24.28.022,37.246,-0.995,-0.178,-0.175
1601655868031,2020-10-02T12.24.28.031,37.255,-0.997,-0.173,-0.181
1601655868041,2020-10-02T12.24.28.041,37.265,-0.997,-0.173,-0.193
1601655868052,2020-10-02T12.24.28.052,37.276,-1.002,-0.176,-0.193
1601655868062,2020-10-02T12.24.28.062,37.286,-1.005,-0.177,-0.191
1601655868072,2020-10-02T12.24.28.072,37.296,-1.014,-0.177,-0.185
1601655868081,2020-10-02T12.24.28.081,37.305,-1.010,-0.192,-0.183
1601655868091,2020-10-02T12.24.28.091,37.315,-1.013,-0.195,-0.183
1601655868101,2020-10-02T12.24.28.101,37.325,-1.018,-0.188,-0.179
1601655868112,2020-10-02T12.24.28.112,37.336,-1.015,-0.195,-0.180
1601655868122,2020-10-02T12.24.28.122,37.346,-1.018,-0.194,-0.180
1601655868131,2020-10-02T12.24.28.131,37.355,-1.018,-0.198,-0.181
1601655868141,2020-10-02T12.24.28.141,37.365,-1.021,-0.195,-0.176
1601655868151,2020-10-02T12.24.28.151,37.375,-1.021,-0.201,-0.167
1601655868161,2020-10-02T12.24.28.161,37.385,-1.017,-0.200,-0.163
1601655868170,2020-10-02T12.24.28.170,37.394,-1.015,-0.196,-0.157
1601655868180,2020-10-02T12.24.28.180,37.404,-1.010,-0.188,-0.160
1601655868191,2020-10-02T12.24.28.191,37.415,-0.999,-0.187,-0.160
1601655868201,2020-10-02T12.24.28.201,37.425,-0.997,-0.187,-0.157
1601655868211,2020-10-02T12.24.28.211,37.435,-0.999,-0.188,-0.160
1601655868220,2020-10-02T12.24.28.220,37.444,-0.993,-0.183,-0.162
1601655868230,2020-10-02T12.24.28.230,37.454,-0.995,-0.183,-0.164
1601655868241,2020-10-02T12.24.28.241,37.465,-0.994,-0.186,-0.162
1601655868251,2020-10-02T12.24.28.251,37.475,-0.998,-0.187,-0.160
1601655868260,2020-10-02T12.24.28.260,37.484,-0.996,-0.187,-0.162
1601655868270,2020-10-02T12.24.28.270,37.494,-0.999,-0.192,-0.157
1601655868280,2020-10-02T12.24.28.280,37.504,-1.005,-0.191,-0.158
1601655868290,2020-10-02T12.24.28.290,37.514,-1.010,-0.188,-0.156
1601655868301,2020-10-02T12.24.28.301,37.525,-1.014,-0.196,-0.153
1601655868309,2020-10-02T12.24.28.309,37.533,-1.020,-0.198,-0.153
1601655868320,2020-10-02T12.24.28.320,37.544,-1.021,-0.200,-0.156
1601655868330,2020-10-02T12.24.28.330,37.554,-1.020,-0.191,-0.161
1601655868340,2020-10-02T12.24.28.340,37.564,-1.013,-0.183,-0.163
1601655868349,2020-10-02T12.24.28.349,37.573,-1.010,-0.189,-0.167
1601655868359,2020-10-02T12.24.28.359,37.583,-1.008,-0.188,-0.171
1601655868369,2020-10-02T12.24.28.369,37.593,-1.008,-0.191,-0.172
1601655868380,2020-10-02T12.24.28.380,37.604,-1.007,-0.192,-0.179
1601655868390,2020-10-02T12.24.28.390,37.614,-1.001,-0.189,-0.185
1601655868399,2020-10-02T12.24.28.399,37.623,-1.000,-0.183,-0.188
1601655868409,2020-10-02T12.24.28.409,37.633,-1.001,-0.184,-0.190
1601655868419,2020-10-02T12.24.28.419,37.643,-1.006,-0.190,-0.189
1601655868429,2020-10-02T12.24.28.429,37.653,-1.007,-0.188,-0.185
1601655868438,2020-10-02T12.24.28.438,37.662,-1.013,-0.192,-0.178
1601655868449,2020-10-02T12.24.28.449,37.673,-1.014,-0.190,-0.185
1601655868459,2020-10-02T12.24.28.459,37.683,-1.008,-0.183,-0.194
1601655868469,2020-10-02T12.24.28.469,37.693,-1.004,-0.179,-0.195
1601655868479,2020-10-02T12.24.28.479,37.703,-0.998,-0.181,-0.193
1601655868488,2020-10-02T12.24.28.488,37.712,-1.002,-0.181,-0.189
1601655868498,2020-10-02T12.24.28.498,37.722,-1.002,-0.188,-0.178
1601655868509,2020-10-02T12.24.28.509,37.733,-1.003,-0.192,-0.178
1601655868519,2020-10-02T12.24.28.519,37.743,-1.004,-0.187,-0.178
1601655868528,2020-10-02T12.24.28.528,37.752,-1.003,-0.180,-0.174
1601655868538,2020-10-02T12.24.28.538,37.762,-1.000,-0.187,-0.166
1601655868548,2020-10-02T12.24.28.548,37.772,-1.008,-0.192,-0.163
1601655868558,2020-10-02T12.24.28.558,37.782,-1.011,-0.191,-0.161
1601655868569,2020-10-02T12.24.28.569,37.793,-1.007,-0.194,-0.160
1601655868577,2020-10-02T12.24.28.577,37.801,-1.008,-0.193,-0.157
1601655868588,2020-10-02T12.24.28.588,37.812,-1.006,-0.195,-0.158
1601655868598,2020-10-02T12.24.28.598,37.822,-1.009,-0.195,-0.156
1601655868608,2020-10-02T12.24.28.608,37.832,-1.011,-0.191,-0.160
1601655868617,2020-10-02T12.24.28.617,37.841,-1.004,-0.191,-0.165
1601655868627,2020-10-02T12.24.28.627,37.851,-1.003,-0.189,-0.166
1601655868637,2020-10-02T12.24.28.637,37.861,-1.004,-0.183,-0.166
1601655868648,2020-10-02T12.24.28.648,37.872,-1.007,-0.190,-0.165
1601655868658,2020-10-02T12.24.28.658,37.882,-1.007,-0.191,-0.165
1601655868667,2020-10-02T12.24.28.667,37.891,-1.008,-0.194,-0.168
1601655868677,2020-10-02T12.24.28.677,37.901,-1.008,-0.196,-0.164
1601655868687,2020-10-02T12.24.28.687,37.911,-1.010,-0.194,-0.161
1601655868698,2020-10-02T12.24.28.698,37.922,-1.013,-0.193,-0.162
1601655868706,2020-10-02T12.24.28.706,37.930,-1.010,-0.187,-0.169
1601655868717,2020-10-02T12.24.28.717,37.941,-1.005,-0.188,-0.171
1601655868727,2020-10-02T12.24.28.727,37.951,-1.002,-0.184,-0.176
1601655868737,2020-10-02T12.24.28.737,37.961,-0.999,-0.183,-0.177
1601655868747,2020-10-02T12.24.28.747,37.971,-1.001,-0.186,-0.178
1601655868756,2020-10-02T12.24.28.756,37.980,-0.999,-0.179,-0.176
1601655868766,2020-10-02T12.24.28.766,37.990,-0.996,-0.186,-0.174
1601655868777,2020-10-02T12.24.28.777,38.001,-0.993,-0.182,-0.176
1601655868787,2020-10-02T12.24.28.787,38.011,-0.994,-0.184,-0.172
1601655868796,2020-10-02T12.24.28.796,38.020,-1.000,-0.186,-0.168
1601655868806,2020-10-02T12.24.28.806,38.030,-1.001,-0.185,-0.170
1601655868816,2020-10-02T12.24.28.816,38.040,-0.999,-0.180,-0.171
1601655868826,2020-10-02T12.24.28.826,38.050,-1.000,-0.183,-0.173
1601655868837,2020-10-02T12.24.28.837,38.061,-1.006,-0.186,-0.174
1601655868846,2020-10-02T12.24.28.846,38.070,-1.009,-0.188,-0.170
1601655868856,2020-10-02T12.24.28.856,38.080,-1.011,-0.192,-0.173
1601655868866,2020-10-02T12.24.28.866,38.090,-1.013,-0.195,-0.176
1601655868876,2020-10-02T12.24.28.876,38.100,-1.017,-0.199,-0.180
1601655868885,2020-10-02T12.24.28.885,38.109,-1.017,-0.199,-0.182
1601655868895,2020-10-02T12.24.28.895,38.119,-1.018,-0.193,-0.181
1601655868906,2020-10-02T12.24.28.906,38.130,-1.018,-0.190,-0.175
1601655868916,2020-10-02T12.24.28.916,38.140,-1.016,-0.193,-0.170
1601655868926,2020-10-02T12.24.28.926,38.150,-1.021,-0.194,-0.163
1601655868935,2020-10-02T12.24.28.935,38.159,-1.020,-0.196,-0.162
1601655868945,2020-10-02T12.24.28.945,38.169,-1.021,-0.197,-0.165
1601655868955,2020-10-02T12.24.28.955,38.179,-1.016,-0.194,-0.166
1601655868966,2020-10-02T12.24.28.966,38.190,-1.007,-0.184,-0.175
1601655868976,2020-10-02T12.24.28.976,38.200,-0.999,-0.181,-0.181
1601655868985,2020-10-02T12.24.28.985,38.209,-0.999,-0.183,-0.180
1601655868995,2020-10-02T12.24.28.995,38.219,-0.994,-0.183,-0.187
1601655869005,2020-10-02T12.24.29.005,38.229,-0.991,-0.188,-0.183
1601655869015,2020-10-02T12.24.29.015,38.239,-0.992,-0.186,-0.188
1601655869024,2020-10-02T12.24.29.024,38.248,-0.995,-0.179,-0.189
1601655869034,2020-10-02T12.24.29.034,38.258,-0.999,-0.175,-0.185
1601655869045,2020-10-02T12.24.29.045,38.269,-1.004,-0.175,-0.178
1601655869055,2020-10-02T12.24.29.055,38.279,-1.002,-0.174,-0.179
1601655869065,2020-10-02T12.24.29.065,38.289,-0.999,-0.167,-0.185
1601655869074,2020-10-02T12.24.29.074,38.298,-0.997,-0.174,-0.187
1601655869084,2020-10-02T12.24.29.084,38.308,-0.995,-0.176,-0.185
1601655869095,2020-10-02T12.24.29.095,38.319,-0.994,-0.173,-0.181
1601655869105,2020-10-02T12.24.29.105,38.329,-0.996,-0.175,-0.182
1601655869114,2020-10-02T12.24.29.114,38.338,-0.996,-0.175,-0.184
1601655869124,2020-10-02T12.24.29.124,38.348,-0.999,-0.176,-0.182
1601655869134,2020-10-02T12.24.29.134,38.358,-1.005,-0.181,-0.182
1601655869144,2020-10-02T12.24.29.144,38.368,-1.012,-0.181,-0.179
1601655869155,2020-10-02T12.24.29.155,38.379,-1.012,-0.178,-0.181
1601655869163,2020-10-02T12.24.29.163,38.387,-1.017,-0.180,-0.187
1601655869174,2020-10-02T12.24.29.174,38.398,-1.014,-0.187,-0.195
1601655869184,2020-10-02T12.24.29.184,38.408,-1.014,-0.186,-0.202
1601655869194,2020-10-02T12.24.29.194,38.418,-1.011,-0.187,-0.207
1601655869203,2020-10-02T12.24.29.203,38.427,-1.012,-0.187,-0.200
1601655869213,2020-10-02T12.24.29.213,38.437,-1.012,-0.185,-0.196
1601655869223,2020-10-02T12.24.29.223,38.447,-1.009,-0.179,-0.191
1601655869234,2020-10-02T12.24.29.234,38.458,-1.009,-0.178,-0.191
1601655869244,2020-10-02T12.24.29.244,38.468,-1.007,-0.182,-0.189
1601655869253,2020-10-02T12.24.29.253,38.477,-1.003,-0.180,-0.190
1601655869263,2020-10-02T12.24.29.263,38.487,-0.999,-0.175,-0.194
1601655869273,2020-10-02T12.24.29.273,38.497,-1.000,-0.177,-0.192
1601655869283,2020-10-02T12.24.29.283,38.507,-1.003,-0.177,-0.195
1601655869292,2020-10-02T12.24.29.292,38.516,-0.998,-0.178,-0.196
1601655869303,2020-10-02T12.24.29.303,38.527,-0.998,-0.175,-0.194
1601655869313,2020-10-02T12.24.29.313,38.537,-0.996,-0.177,-0.194
1601655869323,2020-10-02T12.24.29.323,38.547,-1.000,-0.177,-0.194
1601655869333,2020-10-02T12.24.29.333,38.557,-1.005,-0.172,-0.193
1601655869342,2020-10-02T12.24.29.342,38.566,-1.003,-0.172,-0.194
1601655869352,2020-10-02T12.24.29.352,38.576,-1.004,-0.173,-0.193
1601655869363,2020-10-02T12.24.29.363,38.587,-0.999,-0.177,-0.199
1601655869373,2020-10-02T12.24.29.373,38.597,-1.000,-0.173,-0.201
1601655869382,2020-10-02T12.24.29.382,38.606,-1.001,-0.176,-0.197
1601655869392,2020-10-02T12.24.29.392,38.616,-1.001,-0.177,-0.192
1601655869402,2020-10-02T12.24.29.402,38.626,-1.004,-0.183,-0.189
1601655869412,2020-10-02T12.24.29.412,38.636,-1.009,-0.182,-0.183
1601655869423,2020-10-02T12.24.29.423,38.647,-1.007,-0.183,-0.181
1601655869431,2020-10-02T12.24.29.431,38.655,-1.005,-0.184,-0.184
1601655869442,2020-10-02T12.24.29.442,38.666,-1.009,-0.184,-0.186
1601655869452,2020-10-02T12.24.29.452,38.676,-1.006,-0.184,-0.189
1601655869462,2020-10-02T12.24.29.462,38.686,-1.010,-0.185,-0.188
1601655869471,2020-10-02T12.24.29.471,38.695,-1.013,-0.189,-0.182
1601655869481,2020-10-02T12.24.29.481,38.705,-1.014,-0.188,-0.175
1601655869492,2020-10-02T12.24.29.492,38.716,-1.014,-0.187,-0.177
1601655869502,2020-10-02T12.24.29.502,38.726,-1.017,-0.189,-0.177
1601655869512,2020-10-02T12.24.29.512,38.736,-1.020,-0.188,-0.177
1601655869521,2020-10-02T12.24.29.521,38.745,-1.019,-0.187,-0.177
1601655869531,2020-10-02T12.24.29.531,38.755,-1.013,-0.187,-0.175
1601655869541,2020-10-02T12.24.29.541,38.765,-1.007,-0.184,-0.175
1601655869552,2020-10-02T12.24.29.552,38.776,-1.002,-0.180,-0.181
1601655869560,2020-10-02T12.24.29.560,38.784,-0.996,-0.178,-0.186
1601655869571,2020-10-02T12.24.29.571,38.795,-0.993,-0.176,-0.190
1601655869581,2020-10-02T12.24.29.581,38.805,-0.992,-0.177,-0.189
1601655869591,2020-10-02T12.24.29.591,38.815,-0.994,-0.179,-0.187
1601655869601,2020-10-02T12.24.29.601,38.825,-0.997,-0.177,-0.184
1601655869610,2020-10-02T12.24.29.610,38.834,-0.999,-0.171,-0.186
1601655869620,2020-10-02T12.24.29.620,38.844,-1.000,-0.164,-0.188
1601655869631,2020-10-02T12.24.29.631,38.855,-1.001,-0.173,-0.184
1601655869641,2020-10-02T12.24.29.641,38.865,-1.002,-0.175,-0.191
1601655869650,2020-10-02T12.24.29.650,38.874,-1.001,-0.176,-0.196
1601655869660,2020-10-02T12.24.29.660,38.884,-0.997,-0.174,-0.200
1601655869670,2020-10-02T12.24.29.670,38.894,-0.996,-0.174,-0.205
1601655869680,2020-10-02T12.24.29.680,38.904,-1.000,-0.174,-0.205
1601655869691,2020-10-02T12.24.29.691,38.915,-1.005,-0.185,-0.201
1601655869700,2020-10-02T12.24.29.700,38.924,-1.004,-0.184,-0.196
1601655869710,2020-10-02T12.24.29.710,38.934,-1.005,-0.184,-0.193
1601655869720,2020-10-02T12.24.29.720,38.944,-1.009,-0.183,-0.192
1601655869730,2020-10-02T12.24.29.730,38.954,-1.011,-0.188,-0.188
1601655869739,2020-10-02T12.24.29.739,38.963,-1.015,-0.185,-0.192
1601655869749,2020-10-02T12.24.29.749,38.973,-1.014,-0.184,-0.191
1601655869760,2020-10-02T12.24.29.760,38.984,-1.016,-0.181,-0.195
1601655869770,2020-10-02T12.24.29.770,38.994,-1.014,-0.180,-0.194
1601655869780,2020-10-02T12.24.29.780,39.004,-1.013,-0.183,-0.194
1601655869789,2020-10-02T12.24.29.789,39.013,-1.012,-0.183,-0.190
1601655869799,2020-10-02T12.24.29.799,39.023,-1.011,-0.183,-0.188
1601655869809,2020-10-02T12.24.29.809,39.033,-1.006,-0.178,-0.190
1601655869820,2020-10-02T12.24.29.820,39.044,-1.007,-0.182,-0.191
1601655869830,2020-10-02T12.24.29.830,39.054,-1.007,-0.186,-0.181
1601655869839,2020-10-02T12.24.29.839,39.063,-1.006,-0.181,-0.177
1601655869849,2020-10-02T12.24.29.849,39.073,-1.008,-0.187,-0.176
1601655869859,2020-10-02T12.24.29.859,39.083,-1.009,-0.191,-0.175
1601655869869,2020-10-02T12.24.29.869,39.093,-1.007,-0.185,-0.179
1601655869878,2020-10-02T12.24.29.878,39.102,-1.011,-0.179,-0.182
1601655869888,2020-10-02T12.24.29.888,39.112,-1.007,-0.179,-0.190
1601655869899,2020-10-02T12.24.29.899,39.123,-1.006,-0.172,-0.197
1601655869909,2020-10-02T12.24.29.909,39.133,-1.003,-0.170,-0.203
1601655869919,2020-10-02T12.24.29.919,39.143,-1.000,-0.170,-0.201
1601655869928,2020-10-02T12.24.29.928,39.152,-0.998,-0.171,-0.199
1601655869938,2020-10-02T12.24.29.938,39.162,-0.993,-0.164,-0.201
1601655869949,2020-10-02T12.24.29.949,39.173,-0.991,-0.159,-0.207
1601655869959,2020-10-02T12.24.29.959,39.183,-0.991,-0.159,-0.206
1601655869968,2020-10-02T12.24.29.968,39.192,-0.997,-0.161,-0.201
1601655869978,2020-10-02T12.24.29.978,39.202,-0.997,-0.165,-0.200
1601655869988,2020-10-02T12.24.29.988,39.212,-0.993,-0.169,-0.202
1601655869998,2020-10-02T12.24.29.998,39.222,-0.989,-0.165,-0.207
